EMB_1,EMB_2,EMB_3,EMB_4,EMB_5,EMB_6,EMB_7,EMB_8,EMB_9,EMB_10,EMB_11,EMB_12,EMB_13,EMB_14,EMB_15,EMB_16,EMB_17,EMB_18,EMB_19,EMB_20,EMB_21,EMB_22,EMB_23,EMB_24,EMB_25,EMB_26,EMB_27,EMB_28,EMB_29,EMB_30,EMB_31,EMB_32,EMB_33,EMB_34,EMB_35,EMB_36,EMB_37,EMB_38,EMB_39,EMB_40,EMB_41,EMB_42,EMB_43,EMB_44,EMB_45,EMB_46,EMB_47,EMB_48,EMB_49,EMB_50,EMB_51,EMB_52,EMB_53,EMB_54,EMB_55,EMB_56,EMB_57,EMB_58,EMB_59,EMB_60,EMB_61,EMB_62,EMB_63,EMB_64,EMB_65,EMB_66,EMB_67,EMB_68,EMB_69,EMB_70,EMB_71,EMB_72,EMB_73,EMB_74,EMB_75,EMB_76,EMB_77,EMB_78,EMB_79,EMB_80,EMB_81,EMB_82,EMB_83,EMB_84,EMB_85,EMB_86,EMB_87,EMB_88,EMB_89,EMB_90,EMB_91,EMB_92,EMB_93,EMB_94,EMB_95,EMB_96,EMB_97,EMB_98,EMB_99,EMB_100,EMB_101,EMB_102,EMB_103,EMB_104,EMB_105,EMB_106,EMB_107,EMB_108,EMB_109,EMB_110,EMB_111,EMB_112,EMB_113,EMB_114,EMB_115,EMB_116,EMB_117,EMB_118,EMB_119,EMB_120,EMB_121,EMB_122,EMB_123,EMB_124,EMB_125,EMB_126,EMB_127,EMB_128,FID,Image
0.003571,-0.033915,-0.076796,-0.073918,0.006057,-0.080178,-0.070309,-0.068556,0.085669,-0.092077,-0.052142,0.066443,-0.031049,-0.0798,0.100484,0.096495,0.021794,0.053287,0.005462,-0.132617,-0.084773,-0.000265,-0.149914,-0.042079,-0.006497,-0.04108,0.074585,0.052427,-0.073896,0.030336,0.085266,0.134242,0.106999,-0.032997,-0.031618,-0.057822,-0.068346,-0.183912,0.031473,-0.034334,-0.05723,-0.045036,-0.047256,-0.103751,0.010116,-0.012065,-0.020234,-0.058489,-0.057809,0.100181,-0.029269,-0.113916,-0.000049,0.070112,0.103967,-0.059231,-0.115471,-0.079696,-0.036978,-0.085952,-0.01545,-0.072075,0.030638,0.153578,0.140244,-0.008779,0.005491,-0.016894,0.009287,-0.085672,0.023319,-0.107215,0.092938,-0.02282,0.028607,-0.001388,0.031442,0.025329,0.098844,-0.096507,-0.0285,-0.022356,-0.148289,0.0617,0.150086,-0.223022,-0.027641,-0.134599,-0.136611,0.093322,0.055873,0.003525,-0.10479,-0.11936,-0.092306,0.048199,-0.110387,0.187797,-0.137592,-0.084383,-0.045452,0.101605,0.125577,-0.101388,0.034761,0.067144,-0.138736,0.037423,-0.163379,-0.09474,-0.01216,0.147217,-0.029919,-0.092403,0.066017,0.108137,0.023119,0.0194,-0.038825,0.127997,-0.023965,-0.113457,0.193689,0.170291,0.134069,-0.178133,-0.091668,0.09813,18,./image\18
0.093896,-0.00918,-0.178581,-0.167348,-0.053702,-0.046176,0.001104,-0.065676,0.040632,-0.07732,-0.058312,0.118616,-0.059879,-0.211766,0.159299,0.088668,-0.033878,0.078258,0.09179,-0.034205,-0.033132,0.064578,-0.156609,0.035063,-0.086091,-0.013043,-0.004118,-0.021716,-0.044332,0.117809,0.12551,0.072271,0.047883,-0.069234,-0.040511,-0.091132,-0.071976,-0.073552,0.144723,-0.006643,-0.073003,0.067822,-0.096533,-0.166284,-0.000739,0.00643,0.060342,-0.064118,-0.089245,0.109453,-0.067986,-0.060995,0.0018,0.040639,0.143091,-0.064712,-0.113427,0.055165,-0.084108,-0.06282,0.058179,-0.12597,0.033317,0.06016,0.19913,0.078973,0.079306,0.104745,-0.050633,-0.064687,0.036934,0.004612,0.105841,-0.086944,-0.031305,-0.007356,-0.142863,0.020465,0.004314,-0.057554,-0.15147,-0.029197,-0.0767,0.093154,0.036872,-0.132998,-0.049937,-0.049767,-0.082571,0.019865,0.180949,-0.035845,-0.09238,-0.050522,-0.052782,-0.038476,-0.072513,0.146059,-0.063281,-0.074503,0.018866,0.093456,0.126348,-0.039869,0.004805,-0.042572,-0.100498,0.075001,-0.059206,-0.024968,-0.058557,0.042509,0.064974,-0.091722,0.035689,0.042435,-0.082673,0.105063,0.099407,0.113505,-0.076641,0.103275,0.144081,0.058276,0.075354,-0.211873,-0.196059,-0.059411,18,./image\18
0.100373,-0.004334,-0.15467,-0.012517,-0.00424,0.103949,-0.067552,-0.080944,-0.000597,0.025136,-0.15315,0.143784,-0.037225,-0.170313,0.029491,0.143663,0.090675,0.019156,0.16008,0.074258,0.119666,0.113701,-0.193744,-0.044295,-0.068331,-0.041572,-0.12751,-0.075288,0.061243,0.204536,0.245096,-0.071792,0.102065,-0.068632,-0.015253,-0.155889,-0.034008,0.005425,0.021798,0.008507,-0.133135,0.13166,0.022258,-0.074351,-0.051241,0.04697,-0.039118,0.10476,-0.062897,0.118902,0.039287,-0.118681,0.041119,-0.008863,0.102079,-0.084822,-0.041106,-0.041133,0.075393,-0.084479,-0.066194,-0.003391,0.005153,0.118828,0.039841,-0.0392,0.019099,-0.039297,-0.099683,-0.0539,0.156688,-0.209236,0.046061,-0.054576,0.085284,0.07965,0.056785,0.156551,0.012072,-0.015004,-0.106944,-0.08889,-0.143551,0.023719,0.069393,-0.071128,-0.036316,-0.031763,-0.163769,0.018769,0.123753,0.064825,-0.067347,-0.061134,-0.018529,-0.090618,0.048874,0.017316,-0.097756,-0.05676,0.001609,0.047795,0.096145,-0.005949,-0.069033,-0.13455,-0.020928,0.001007,-0.037316,-0.025931,-0.022001,-0.046912,-0.026948,0.02106,-0.012461,-0.097771,-0.024579,0.13987,-0.003652,0.049327,0.061019,-0.067936,0.051051,0.056902,0.093548,-0.187218,-0.134022,0.012706,18,./image\18
0.053534,-0.02097,-0.168957,-0.065545,-0.028679,-0.175896,-0.051543,-0.06231,-0.011156,-0.061106,-0.023749,0.065716,0.002594,-0.215064,0.16221,0.189684,0.03484,0.086586,0.142362,-0.020763,-0.094608,0.062876,-0.090832,0.004824,-0.014012,0.060209,0.056334,0.052647,-0.056915,0.077324,0.010515,0.143545,0.098943,-0.051297,0.036832,0.038979,-0.026573,-0.050725,0.000904,0.024673,-0.08966,0.080737,-0.117099,-0.042416,-0.031531,0.02121,-0.027115,-0.028177,-0.05553,0.133693,0.089233,-0.053336,-0.015864,0.086224,0.113401,0.006913,-0.191067,0.032672,-0.065924,-0.062289,0.036409,-0.125632,-0.037003,0.044022,0.174028,-0.032274,0.051928,0.01725,0.03662,-0.0217,0.086299,-0.128385,0.034882,-0.045911,0.068922,-0.004213,-0.057735,0.085885,-0.06935,-0.133865,-0.05429,0.000438,-0.122357,0.129719,0.095951,-0.179442,-0.018854,-0.140122,-0.151674,-0.014535,0.059637,-0.052271,-0.05531,-0.09434,-0.155337,-0.016201,-0.034523,0.048526,-0.100897,-0.027907,-0.082975,0.170029,0.122757,-0.147587,-0.036969,-0.045969,-0.069853,0.103425,-0.071514,-0.05234,-0.062697,0.110446,0.007974,-0.070028,0.094251,0.108464,0.011872,-0.024289,-0.035219,0.106462,0.046184,-0.097544,0.122193,0.046948,0.131855,-0.18775,-0.167687,0.070192,18,./image\18
0.046788,-0.104328,-0.174947,-0.114847,0.00017,-0.054752,-0.068368,-0.049712,-0.034897,-0.033325,-0.00006,-0.004653,-0.006386,-0.157491,0.190412,-0.009978,0.128497,-0.064497,0.01278,-0.03054,-0.087064,0.009968,-0.155656,0.105353,0.040498,0.099652,0.000316,0.061432,0.079619,-0.031979,0.12912,0.041104,-0.019051,-0.110443,0.133786,0.047903,-0.238011,0.072282,0.068549,0.048472,-0.017683,0.145379,0.091798,-0.011866,-0.052142,-0.160561,0.143874,-0.007057,-0.114432,0.066745,-0.003226,0.050376,0.094597,-0.048461,0.079281,-0.013367,0.075805,0.024937,0.016655,-0.089841,0.064815,-0.146729,-0.014128,0.121399,0.10131,0.034382,0.055944,0.022972,-0.000593,-0.050788,-0.081103,-0.123033,0.00482,-0.18729,-0.072858,0.05515,-0.058739,-0.019323,-0.096595,-0.1496,-0.012741,0.034649,-0.053739,0.130413,0.08695,-0.168099,0.092792,-0.069146,-0.070611,0.050138,0.079242,-0.078156,-0.103564,-0.041804,-0.017743,0.026004,-0.077489,-0.040208,-0.069702,-0.008864,-0.001946,0.051686,0.085732,0.01901,0.073343,-0.038528,-0.032064,0.128109,0.116904,-0.098942,0.016592,0.053824,0.094411,0.116573,-0.006822,-0.088699,-0.072463,0.074601,0.182571,0.017772,0.108197,0.029791,0.006709,0.039632,0.166583,-0.227599,-0.023558,-0.155352,19,./image\19
0.020714,-0.089312,-0.177857,-0.035674,0.00705,-0.116986,-0.098896,-0.147582,-0.045905,0.047075,-0.062508,0.00492,-0.062943,-0.124822,0.154086,0.029134,0.101925,0.008363,0.013037,-0.108138,-0.070072,-0.113862,-0.080501,0.050661,0.081276,-0.015655,-0.048374,0.141668,-0.026821,0.000764,0.131815,0.002107,0.078573,-0.019572,0.033334,0.061797,-0.087133,0.000296,0.03235,-0.039643,-0.039945,0.142378,-0.022664,0.059704,-0.100955,-0.130552,0.064021,0.083455,-0.162309,0.10337,0.059757,0.02275,-0.008216,-0.00133,0.153067,0.162176,-0.01814,-0.029109,0.041214,0.00267,0.09667,-0.146145,-0.035241,0.073691,0.118227,0.029316,-0.107617,0.024052,-0.029911,-0.061649,-0.059747,-0.132634,0.095622,-0.174519,0.015555,0.114026,-0.016706,-0.060977,-0.052181,-0.132932,-0.067424,0.061536,-0.037445,0.234453,0.079303,-0.186051,0.073094,-0.07174,0.04381,0.118041,-0.026817,-0.068063,-0.083771,0.008768,-0.034828,-0.022547,-0.091557,-0.102769,-0.144076,0.005238,0.075435,0.143081,-0.027474,-0.13193,0.107167,-0.137654,-0.069121,0.056069,0.123511,-0.13014,-0.023759,0.106591,-0.007857,0.058879,0.027532,-0.024268,-0.008878,0.039805,0.027611,0.076208,0.13771,-0.062538,0.062107,0.070745,0.110925,-0.194759,0.057219,-0.078714,19,./image\19
-0.040994,0.025237,-0.03821,-0.070189,0.101683,0.058209,-0.103715,-0.089146,-0.00253,0.101522,-0.079179,-0.137533,-0.095404,-0.133837,0.021848,-0.053897,-0.063579,-0.012801,-0.009337,-0.116117,-0.015791,0.036147,0.069932,0.113652,0.071985,0.023168,0.073263,0.04829,-0.136934,-0.011946,0.121954,-0.054039,0.137721,0.040897,0.069219,0.096294,0.108046,-0.08113,0.213097,0.016272,-0.01473,0.002349,-0.05284,0.00796,-0.00413,0.07104,-0.06734,0.006622,-0.110766,0.00494,-0.134316,0.05881,0.105173,0.066355,0.046275,0.162518,0.016778,-0.147237,-0.003642,-0.141211,0.09623,-0.132718,-0.024314,0.00743,-0.038952,0.016008,-0.064596,-0.018041,-0.027829,-0.09312,-0.049165,-0.009418,-0.042571,-0.211851,0.024209,0.021048,-0.078914,0.043543,0.028864,0.037258,0.002758,0.006646,0.066871,0.231162,0.112489,0.023678,0.027233,0.091681,0.015799,0.056522,-0.07671,-0.040929,-0.108903,0.119697,0.120294,-0.031128,-0.147269,-0.215049,-0.083296,0.011162,0.056332,0.09307,-0.090856,-0.072871,-0.092463,-0.02619,-0.181522,0.000745,-0.011389,-0.133215,0.005604,-0.063328,-0.043694,0.121333,0.000638,0.152424,-0.063551,-0.046346,0.023785,0.104974,0.037736,-0.089299,0.054353,-0.096367,0.00012,-0.137524,0.272907,0.026766,19,./image\19
-0.009846,0.018383,-0.091692,-0.118096,0.036881,0.090033,-0.037497,-0.053431,-0.028934,0.097506,-0.150299,-0.0453,-0.040871,-0.115852,0.067758,-0.043798,-0.079314,-0.082738,0.099053,-0.103405,-0.073188,0.081132,-0.050483,0.154342,0.023086,-0.015878,0.110445,0.007532,-0.098705,-0.048098,0.090538,-0.061131,0.120824,0.010405,0.027695,0.045753,0.063369,-0.076107,0.234262,-0.076053,-0.023272,0.114649,-0.086087,-0.018096,0.033874,0.02064,-0.077009,0.046349,-0.094003,-0.008391,-0.141867,0.11618,0.070206,0.060746,0.059343,0.089412,0.003931,-0.066288,-0.035257,-0.147596,0.1177,-0.046896,-0.052486,0.070702,0.0037,0.131548,-0.004073,0.001276,-0.079222,-0.062026,-0.015149,0.022144,-0.004207,-0.17322,-0.016239,0.006906,-0.159269,0.067866,0.087118,0.06543,-0.066719,0.071732,0.021474,0.186447,0.071789,-0.024842,0.083261,0.072354,-0.025333,-0.01512,-0.01762,0.035778,-0.113409,0.126596,0.146677,-0.036677,-0.12803,-0.164022,-0.0792,0.060958,0.041772,0.089126,-0.1037,-0.012108,-0.074055,-0.023654,-0.162571,-0.008098,0.005758,-0.094677,-0.049591,-0.133284,0.01355,0.102107,-0.108777,0.197556,-0.116943,0.029708,0.033631,0.122681,-0.036461,0.035076,0.070832,-0.060347,0.093181,-0.129427,0.268048,-0.105942,19,./image\19
0.034519,-0.122895,-0.118813,0.010843,-0.036063,0.047721,0.060337,-0.124278,-0.018691,0.091621,-0.11325,0.05688,0.099048,-0.152742,0.029491,0.030626,0.066727,-0.089373,-0.032864,0.013832,0.105021,-0.058229,-0.183619,0.023916,0.091932,0.074627,0.128107,0.137659,0.029674,-0.020856,0.077803,0.15473,0.066843,-0.055537,-0.077277,-0.057996,-0.175255,-0.131711,0.17563,-0.072627,0.007153,0.078629,-0.046795,-0.155105,-0.011978,0.074614,-0.041074,0.010271,-0.062775,-0.049478,-0.012235,-0.040922,0.063185,-0.032421,0.137105,-0.001071,-0.055293,-0.126721,0.188688,-0.042355,-0.058739,-0.088382,-0.015168,0.055901,0.174871,-0.010712,0.102725,-0.051731,0.020332,-0.024814,-0.001707,0.033612,0.010733,-0.017966,0.043114,0.03299,0.084848,0.082706,0.088448,0.093444,-0.106132,0.000111,-0.058854,-0.062234,0.15634,-0.05131,-0.071591,-0.12253,-0.089511,0.098027,0.15068,0.06064,-0.137357,0.083444,0.019412,-0.028512,0.004775,0.056443,-0.082998,-0.043202,0.039876,-0.008038,0.082929,-0.020887,-0.2141,0.118719,-0.064006,-0.02178,-0.065162,0.045784,-0.013107,0.141834,-0.076936,-0.073293,0.161794,0.115197,-0.058996,0.121959,0.005576,0.030558,0.196105,0.025723,0.173794,0.022176,-0.002577,-0.124573,0.111201,-0.054516,20,./image\20
0.018571,-0.037721,-0.097114,-0.085243,-0.05874,0.082015,0.018489,-0.112244,-0.044741,0.109485,-0.076622,0.12013,0.01729,-0.156445,0.008299,0.050443,0.069982,-0.0672,0.111988,-0.150665,0.14026,-0.105709,-0.175968,-0.019464,0.079865,-0.012251,0.070498,0.092994,0.05073,0.087319,-0.012198,0.180375,0.074733,-0.077007,-0.072057,-0.083149,-0.234724,0.046099,0.112967,-0.096477,0.006268,0.076003,-0.143157,-0.00732,-0.056523,-0.011862,-0.100762,0.006728,0.007266,-0.052964,-0.002363,0.019225,0.023242,-0.027792,0.129659,0.12156,-0.074946,-0.21466,0.06911,-0.028884,-0.140978,-0.116775,0.002679,-0.049347,0.152088,-0.040697,0.01818,-0.007184,-0.068189,0.037912,-0.00476,0.098567,-0.015831,-0.03885,0.099292,-0.01952,-0.002227,0.096365,-0.074835,0.069415,-0.043623,-0.033522,-0.161499,-0.033576,0.14122,0.018217,-0.074887,-0.178325,-0.168444,0.077293,0.203715,0.05091,-0.022324,-0.00313,0.016532,0.022942,0.036363,0.045677,-0.087891,-0.114018,-0.051987,-0.034355,0.128657,-0.084608,-0.119073,0.00011,-0.110357,-0.00919,-0.006615,0.07795,-0.046766,0.049602,-0.141496,-0.000679,0.100756,0.037633,0.005139,0.099809,-0.020996,0.073601,0.156974,0.008058,0.184728,0.095701,0.019167,-0.082068,-0.039788,0.03531,20,./image\20
0.016756,-0.169831,-0.09539,0.028145,0.050352,0.019652,0.059032,-0.117298,0.024673,0.114829,-0.108612,-0.028163,0.038661,-0.239141,0.028944,0.073786,0.093487,-0.063697,0.018555,-0.027386,0.112718,0.01259,-0.134292,0.007596,0.03979,0.082799,0.170754,0.106639,0.042522,0.041355,0.062249,0.088026,0.10015,-0.096887,0.04914,0.003624,-0.204126,-0.092211,0.191145,-0.043971,-0.090993,0.030683,-0.077393,-0.168419,0.06581,0.076728,-0.128292,0.012538,-0.028146,-0.092456,-0.001975,-0.063449,0.036808,-0.003986,0.122957,-0.058105,-0.070959,-0.096829,0.065249,-0.114052,-0.119526,-0.118733,-0.010806,-0.024004,0.071612,0.037163,0.119833,-0.031394,0.028903,-0.011993,0.055173,-0.031944,-0.024022,-0.043254,0.031149,0.047845,0.035598,0.113162,0.095778,0.115295,-0.072535,0.017531,-0.06143,-0.078111,0.096044,-0.063109,-0.067289,-0.100863,-0.121408,0.07082,0.164654,0.151684,-0.132545,0.151854,-0.069617,-0.065307,-0.085737,0.072153,-0.119517,0.007036,0.044503,-0.016061,0.086184,-0.034199,-0.16572,0.107953,-0.068325,-0.087384,-0.110665,0.048471,-0.009453,0.083807,-0.086269,-0.082473,0.16172,0.123664,-0.046335,0.077363,-0.002068,0.052377,0.133233,0.027225,0.131688,0.012602,0.043711,-0.077591,0.098352,-0.049967,20,./image\20
0.052495,-0.190275,-0.176875,-0.060354,-0.089047,-0.021354,-0.022139,-0.076201,-0.044835,0.04035,-0.072338,0.008707,-0.010037,-0.209296,0.067354,0.063379,0.109301,-0.062478,0.085228,-0.001134,0.064542,-0.054926,-0.178952,-0.016139,0.049962,0.088145,0.070843,0.143039,0.036905,0.063664,0.083259,0.198592,0.071007,-0.133637,0.01751,-0.039869,-0.204214,0.020858,0.160583,0.027892,-0.041147,0.138309,-0.02374,-0.152303,-0.007347,-0.029622,0.000794,0.09199,-0.09779,0.05384,0.036771,0.019594,0.073793,-0.004761,0.164894,-0.00907,-0.060473,0.021575,0.04937,-0.075522,-0.023366,-0.175246,-0.038957,0.087194,0.15587,0.076698,0.144925,0.021994,0.008528,-0.047115,0.004252,-0.101229,0.064235,-0.060032,-0.031193,0.055193,-0.012621,0.105533,-0.050702,-0.019419,-0.124521,0.006814,-0.034495,0.022192,0.103488,-0.124516,-0.005066,-0.154498,-0.128199,0.099285,0.169782,0.008048,-0.1095,0.052677,-0.042477,0.033915,-0.038938,0.074613,-0.184616,-0.044347,-0.025572,-0.002625,0.163736,-0.045543,-0.135427,-0.022099,-0.016794,0.094228,0.01778,0.016801,-0.029383,0.065901,0.009212,-0.011354,0.095907,0.007692,-0.028053,0.11407,0.069574,-0.036258,0.157883,0.035168,0.085189,0.057409,0.101529,-0.176167,-0.059234,-0.070189,20,./image\20
0.031856,-0.104909,-0.082727,0.006992,0.027295,0.026166,0.081856,-0.133759,0.003886,0.083207,-0.109855,0.06047,0.114154,-0.210039,0.065195,0.036702,0.091725,-0.06434,0.016661,0.011493,0.08094,-0.026748,-0.161987,0.022968,0.04393,0.085061,0.105554,0.154374,0.001467,-0.005387,0.068026,0.097799,0.068489,-0.111202,-0.021027,-0.065466,-0.181588,-0.092673,0.228439,-0.042662,-0.047167,0.057265,-0.060707,-0.162939,-0.012281,0.117016,-0.081218,0.010495,-0.069653,-0.019472,0.012161,-0.014168,0.064282,-0.034151,0.134201,-0.007347,-0.053872,-0.128035,0.118775,-0.036819,-0.048731,-0.122627,-0.01094,0.032528,0.1692,-0.034937,0.110646,-0.062624,0.021419,-0.015746,0.005086,0.009674,0.002789,-0.052897,0.04095,0.040395,0.052664,0.096393,0.054759,0.089891,-0.093952,0.003143,-0.053292,-0.063283,0.123047,-0.057359,-0.043119,-0.13032,-0.130992,0.076383,0.162669,0.092396,-0.125195,0.073416,0.001998,-0.059614,-0.010109,0.060085,-0.125572,-0.061136,0.054662,0.022096,0.101316,-0.04371,-0.216487,0.102748,-0.077613,-0.071359,-0.048216,0.017353,-0.046268,0.143747,-0.085452,-0.068653,0.173344,0.109351,-0.073617,0.151159,0.039561,0.058687,0.129274,0.023848,0.184866,0.021098,0.02144,-0.127763,0.083094,-0.031237,20,./image\20
-0.022512,0.004659,-0.152959,0.014911,-0.003635,0.046278,-0.099704,-0.043738,-0.042837,0.048501,-0.044545,0.043568,0.034441,-0.092604,0.20882,0.109289,0.085459,-0.089796,-0.019659,-0.005092,-0.066003,0.031854,-0.126739,0.066517,0.113755,0.090895,-0.02558,0.161789,0.078011,-0.068109,0.131579,-0.069192,0.116276,-0.110614,0.104295,0.058939,0.013157,0.048638,0.201521,0.069526,-0.045701,0.241578,-0.024237,-0.174824,-0.115835,0.016505,-0.09307,0.048592,-0.078015,0.034413,0.036715,0.125906,0.138904,0.03199,0.099218,0.167661,0.146544,-0.073354,0.073039,0.001953,0.13985,-0.074439,-0.040324,0.144852,0.12239,-0.043537,0.135109,-0.009926,-0.053213,-0.040504,0.044155,0.076925,-0.05545,-0.053566,0.095329,0.091229,0.032301,0.095476,-0.067302,0.048826,-0.123721,0.051979,-0.044368,0.082925,0.067204,-0.14304,0.026705,-0.042789,-0.112105,-0.014408,-0.031194,-0.03865,-0.028667,0.071828,-0.026514,-0.05767,-0.087444,0.001596,-0.096095,-0.049865,0.079611,0.027704,-0.117191,-0.02527,0.033396,-0.002501,-0.163924,-0.102628,0.12024,0.059297,-0.011827,0.110705,0.02257,0.015585,0.031266,0.039859,-0.087713,0.048038,0.052618,0.110908,0.154943,-0.115092,0.116623,-0.059458,0.109793,-0.080616,0.136434,-0.040157,21,./image\21
-0.055552,-0.011858,-0.136438,0.027538,0.001265,0.016747,-0.123693,-0.062702,0.023511,-0.114584,-0.001395,0.084114,0.054445,-0.110882,0.17268,-0.052296,0.048112,-0.069932,-0.00379,0.106005,-0.177143,0.064601,-0.076929,0.084945,0.13495,0.108306,0.049231,0.069416,0.055581,-0.045675,0.139612,-0.047778,-0.029385,-0.102794,-0.000706,0.020158,0.015677,0.061333,0.114478,0.079841,-0.040685,0.189532,0.0022,-0.099375,-0.091456,-0.054497,-0.005254,-0.020872,-0.011897,0.136456,0.042902,0.099321,0.238683,-0.010458,-0.007924,-0.00973,0.161123,-0.01265,-0.025031,-0.022365,0.151349,-0.096128,-0.03181,0.136842,0.08213,0.020152,0.172538,-0.06743,-0.087723,-0.033167,0.029174,-0.055043,-0.010509,-0.062697,0.023592,0.031596,0.02273,0.130242,-0.107017,-0.002343,-0.112517,0.092017,0.002714,0.158729,0.021702,0.01553,0.103421,-0.024716,-0.151317,-0.005053,0.064216,-0.134708,-0.098916,-0.034288,0.004635,0.081124,-0.09497,-0.010327,-0.081895,-0.10701,0.019296,0.020313,0.101127,-0.01234,0.041361,0.016741,-0.124313,0.062925,0.165488,-0.114279,-0.046405,0.036133,0.0876,0.06953,0.059854,0.019416,-0.177965,0.048833,0.125967,0.073397,0.090078,-0.205377,0.024079,-0.061779,0.145273,-0.172826,0.059347,-0.046047,21,./image\21
-0.111548,-0.05186,-0.0648,-0.055426,-0.056301,-0.057418,-0.038327,-0.137051,-0.066681,-0.104617,0.022793,0.071882,0.065994,-0.007933,0.078747,0.060286,0.014921,-0.125306,-0.051723,0.055134,-0.077849,0.077351,-0.054526,0.002046,0.131273,0.096538,0.00411,0.071497,0.099338,-0.12969,0.145965,-0.081647,0.10218,0.056568,0.046967,0.078586,-0.008236,0.058142,0.212,-0.017986,-0.010378,0.222804,-0.083183,-0.144828,0.016288,0.00886,-0.130662,0.070441,-0.089884,0.0256,-0.058252,0.140781,0.099649,-0.055573,0.022937,0.10773,0.175224,0.061345,0.044517,-0.120378,0.210627,0.036865,-0.19131,0.154571,-0.017383,0.064974,0.150978,-0.122534,-0.052652,-0.096026,0.015114,-0.007302,-0.056256,-0.073153,-0.028588,0.009749,-0.009723,-0.003435,0.050644,-0.065701,-0.052587,0.062182,-0.04313,0.134578,0.085937,-0.08645,0.129702,0.098689,-0.116998,-0.008232,-0.084134,0.007821,0.043732,0.077409,0.106444,-0.015275,0.008464,0.011724,-0.063882,-0.053265,0.086187,-0.039692,-0.100709,0.038181,0.084433,0.14021,0.008364,-0.031186,0.017686,-0.077989,0.019131,0.069889,0.141641,0.001644,0.033008,0.159517,-0.096426,0.075031,0.038423,0.06547,0.064949,0.037951,0.060325,-0.048217,0.217882,-0.119489,0.120967,-0.074962,21,./image\21
-0.110734,-0.024217,-0.080789,0.053106,-0.023488,0.062171,-0.046896,-0.120001,0.016222,-0.039912,-0.062184,0.077315,0.075059,-0.076724,0.08645,0.034904,0.084745,-0.062964,0.007296,-0.026111,0.010161,-0.010994,-0.06203,0.037086,0.164084,0.044971,-0.023015,0.09021,0.060171,-0.083155,0.168085,-0.123802,0.128016,0.061754,0.136088,-0.060599,0.003543,0.086324,0.2157,0.003171,-0.012709,0.224073,-0.085423,-0.135512,-0.010843,0.033705,-0.075075,0.130821,-0.030937,0.004329,-0.03805,0.163824,0.129032,0.004277,0.124374,0.177196,0.216335,-0.067633,0.057728,-0.039254,0.221271,0.028386,-0.10197,0.079516,0.02432,0.019078,0.093949,-0.074245,-0.143744,-0.056052,0.073766,-0.00122,-0.07226,-0.056435,-0.018475,-0.011461,0.053166,0.055457,0.027345,-0.005908,-0.065172,-0.025421,0.026844,0.094518,0.075642,-0.025499,0.142556,0.003635,-0.097738,-0.032925,-0.114583,0.034597,-0.020003,0.079136,0.115595,-0.033261,0.003882,-0.01668,-0.119721,-0.016211,0.126471,0.036843,-0.143324,0.054766,0.061975,0.139104,-0.131025,-0.106197,0.050672,-0.038366,-0.083549,0.043717,0.029607,-0.046518,-0.078344,0.069849,-0.154896,0.057488,0.037958,-0.002121,0.071076,-0.014069,0.111845,-0.04106,0.189704,-0.035728,0.176366,-0.073741,21,./image\21
-0.052826,-0.008752,-0.084311,0.039579,0.008594,0.006127,-0.092453,-0.151173,-0.034319,0.086627,-0.02659,0.040364,0.008224,-0.05466,0.188962,0.063933,0.138672,-0.147652,-0.047632,0.000982,-0.043208,-0.054959,0.000125,0.025268,0.146458,0.019509,0.016152,0.140575,0.036308,0.018336,0.133858,-0.112478,0.108573,-0.119531,0.122447,0.033513,-0.027552,0.086082,0.14944,0.049592,-0.061746,0.188734,-0.073848,-0.086668,-0.120501,-0.012701,-0.099549,0.044322,-0.104257,0.054301,0.074775,0.065037,0.139453,-0.05042,0.07564,0.096453,0.200664,-0.041042,0.035433,-0.081418,0.176738,-0.06634,-0.040991,0.095083,0.03903,-0.053928,0.070434,-0.029213,-0.038522,0.010854,-0.012802,0.008054,0.006182,-0.078546,0.012964,0.123296,0.124909,0.060593,-0.037188,-0.04051,-0.101258,0.090942,-0.02419,0.168281,0.047979,-0.127317,0.160628,-0.115877,-0.171865,0.03788,-0.019442,-0.036623,0.005967,0.100745,-0.022312,-0.028395,0.003105,0.065607,-0.189556,-0.08707,0.028302,0.035911,-0.079976,-0.027211,0.121845,-0.043756,-0.144256,-0.035792,0.153386,0.01476,-0.04744,0.091161,0.069055,0.041694,-0.007984,0.05062,-0.077751,0.039184,0.042361,0.078699,0.167151,-0.133931,0.032907,-0.029693,0.187023,-0.143259,0.065588,-0.036939,21,./image\21
