EMB_1,EMB_2,EMB_3,EMB_4,EMB_5,EMB_6,EMB_7,EMB_8,EMB_9,EMB_10,EMB_11,EMB_12,EMB_13,EMB_14,EMB_15,EMB_16,EMB_17,EMB_18,EMB_19,EMB_20,EMB_21,EMB_22,EMB_23,EMB_24,EMB_25,EMB_26,EMB_27,EMB_28,EMB_29,EMB_30,EMB_31,EMB_32,EMB_33,EMB_34,EMB_35,EMB_36,EMB_37,EMB_38,EMB_39,EMB_40,EMB_41,EMB_42,EMB_43,EMB_44,EMB_45,EMB_46,EMB_47,EMB_48,EMB_49,EMB_50,EMB_51,EMB_52,EMB_53,EMB_54,EMB_55,EMB_56,EMB_57,EMB_58,EMB_59,EMB_60,EMB_61,EMB_62,EMB_63,EMB_64,EMB_65,EMB_66,EMB_67,EMB_68,EMB_69,EMB_70,EMB_71,EMB_72,EMB_73,EMB_74,EMB_75,EMB_76,EMB_77,EMB_78,EMB_79,EMB_80,EMB_81,EMB_82,EMB_83,EMB_84,EMB_85,EMB_86,EMB_87,EMB_88,EMB_89,EMB_90,EMB_91,EMB_92,EMB_93,EMB_94,EMB_95,EMB_96,EMB_97,EMB_98,EMB_99,EMB_100,EMB_101,EMB_102,EMB_103,EMB_104,EMB_105,EMB_106,EMB_107,EMB_108,EMB_109,EMB_110,EMB_111,EMB_112,EMB_113,EMB_114,EMB_115,EMB_116,EMB_117,EMB_118,EMB_119,EMB_120,EMB_121,EMB_122,EMB_123,EMB_124,EMB_125,EMB_126,EMB_127,EMB_128,FID,Image
-0.042367,0.124128,-0.160566,0.059692,-0.074356,0.021149,-0.029422,-0.091411,0.075432,-0.072115,0.071514,0.025715,0.014546,-0.151006,0.185825,0.020916,-0.021365,-0.004422,-0.074974,0.108693,-0.121351,0.094584,-0.195428,0.083204,-0.059382,0.10582,0.035663,0.091735,-0.087093,-0.019269,0.138435,0.026122,-0.033346,-0.042106,0.115296,-0.002397,-0.085382,-0.090677,0.250526,0.126448,-0.058178,0.041995,-0.015247,-0.232277,0.013617,0.061418,0.028996,-0.060621,0.012204,0.055371,0.007328,0.004991,0.208314,-0.027619,0.043411,0.01468,0.061083,0.003179,-0.029336,-0.111484,0.091345,-0.000464,-0.087785,0.10593,0.192902,-0.004619,0.215322,-0.084216,-0.00526,-0.043906,0.163033,-0.059773,0.092706,-0.007081,-0.041872,0.033972,0.065143,0.106377,-0.053437,0.057771,-0.008921,-0.07498,0.017155,0.071456,0.123193,-0.105254,-0.008836,0.011044,-0.146295,-0.056319,0.048038,-0.068562,-0.136376,0.083262,-0.011241,-0.022717,-0.08003,0.171439,-0.107508,-0.069728,-0.006122,0.024301,0.030688,0.034465,-0.035348,0.076254,0.002726,0.068635,-0.029656,-0.028872,0.055053,0.12627,-0.009189,0.011917,0.002311,0.157259,-0.065702,0.049972,0.061905,0.158703,0.021491,-0.078552,0.117488,-0.092799,0.058831,-0.139545,0.005768,-0.030284,22,./image\22
0.004814,-0.064325,-0.168053,0.004213,-0.099132,0.109469,-0.028423,-0.07494,0.005483,0.002184,-0.046433,0.063142,0.024081,-0.209418,0.126625,0.001322,0.078732,-0.098317,0.041405,0.087302,-0.045785,0.008532,-0.231733,0.067147,0.065399,0.092384,0.074768,0.071776,-0.041979,-0.039433,0.208319,0.068868,-0.004537,-0.118342,0.006607,-0.005619,-0.179223,-0.009091,0.13517,0.094578,-0.055852,0.087551,-0.045124,-0.154704,0.038119,0.007341,0.045231,0.096968,-0.029129,0.022912,-0.073585,0.044202,0.138696,-0.002071,0.10496,0.013809,0.000407,-0.020183,0.082013,-0.0688,0.056315,-0.059077,-0.101312,0.11303,0.190949,0.013917,0.153129,-0.067129,-0.064633,-0.044943,0.054671,-0.106907,0.104921,0.017,-0.028957,0.031062,-0.005694,0.112291,-0.044562,0.094915,-0.079474,-0.067749,-0.064697,0.050327,0.175728,-0.143676,0.038728,-0.099559,-0.14862,0.064067,0.080286,-0.071633,-0.145043,-0.013889,0.007836,0.042803,-0.060376,0.174973,-0.083706,-0.028096,0.017858,-0.030945,0.086137,0.034807,-0.070498,0.026006,-0.007763,0.134735,0.068328,-0.126479,-0.013412,0.039784,0.041226,-0.022908,0.018626,0.101552,-0.081278,0.128481,0.096368,0.091559,0.19822,-0.089193,-0.007926,0.046973,0.095632,-0.176688,-0.000187,-0.053873,22,./image\22
-0.01727,0.114568,-0.104021,0.054738,-0.066029,0.047955,-0.053546,-0.135699,-0.010135,-0.050916,0.059538,0.058186,-0.038944,-0.21437,0.189245,-0.013878,0.036174,-0.075677,-0.100776,0.067837,-0.058141,0.000798,-0.148297,0.067867,0.043201,0.114026,0.057029,0.138764,-0.051851,-0.070393,0.166386,0.032095,-0.062376,-0.094471,0.092743,0.049685,-0.080152,-0.09742,0.161553,0.152481,-0.151395,0.050634,-0.009008,-0.177027,0.071839,0.100664,0.003219,0.074948,-0.014381,0.003651,0.032174,0.004482,0.226489,0.047273,0.070634,0.084833,0.015977,-0.026441,0.037933,-0.032978,0.054333,-0.01491,-0.080648,0.066074,0.170589,-0.037604,0.142673,-0.051116,-0.065717,-0.026178,0.097589,-0.033685,0.016813,-0.002592,-0.026057,0.06144,0.056528,0.155335,-0.093312,0.067787,-0.034165,-0.044573,-0.068744,0.035249,0.123018,-0.132543,-0.013986,-0.080847,-0.098306,-0.120614,0.038078,-0.087818,-0.068595,0.003439,0.031764,0.037493,-0.081709,0.102834,-0.013514,-0.038038,0.048513,-0.020553,0.04963,-0.00733,-0.091703,0.026565,-0.053257,0.066216,0.081026,-0.080955,-0.033559,0.061471,0.012153,-0.052463,0.043717,0.231698,-0.088847,0.132613,0.023224,0.180106,0.102205,-0.172714,0.153921,-0.077835,0.10124,-0.09626,0.075441,-0.020495,22,./image\22
0.003153,0.136759,-0.109268,-0.004499,-0.0294,0.037909,0.03419,-0.197367,0.01125,-0.058467,0.026567,-0.073254,0.029042,-0.107489,0.169888,-0.075107,-0.002798,-0.12009,-0.044838,-0.067961,-0.07249,0.051058,-0.14845,0.07842,0.065088,0.009096,-0.034625,0.090863,-0.111425,-0.017475,0.181685,-0.035106,0.012718,0.082593,0.158137,0.017702,0.007646,-0.118921,0.223994,-0.003687,-0.052353,0.087575,-0.075026,-0.141428,-0.106014,0.00189,0.016465,0.012066,-0.082808,-0.028264,0.063025,-0.000248,0.110563,-0.022766,0.016361,0.077022,0.120778,-0.112454,-0.021528,-0.172479,0.055316,-0.023438,-0.077024,0.046558,0.12219,-0.018607,0.098335,-0.083004,-0.07259,0.007734,0.172209,-0.100687,0.061588,-0.179127,-0.114451,0.152376,0.102772,0.101892,-0.036505,0.003489,0.060887,0.042707,-0.015088,0.139161,0.150966,-0.120398,0.10505,-0.004806,-0.058848,0.041159,0.047729,-0.070129,-0.129547,0.075749,0.004593,0.090076,-0.024635,0.038015,-0.074877,0.002322,0.012058,0.018157,-0.007223,-0.045611,-0.027656,0.111661,-0.060784,0.057591,0.095829,-0.088766,-0.124445,0.040138,-0.029516,-0.02322,0.038815,0.099593,-0.062143,-0.014001,0.070733,0.111941,0.041814,-0.092142,0.144486,0.005897,0.234947,-0.152294,0.081969,-0.071668,22,./image\22
0.040873,-0.098139,-0.160414,-0.04763,-0.009633,-0.070624,0.007429,0.00411,-0.055868,0.002885,-0.06162,-0.020815,-0.02091,-0.23568,0.158171,0.055925,0.098029,-0.016806,0.070801,-0.022987,-0.173668,0.05504,-0.098723,0.054632,0.048505,0.114547,0.068997,0.122547,-0.04288,0.048037,0.037094,0.040391,-0.023453,-0.117438,0.158341,0.087013,-0.18232,0.057651,0.089472,0.055732,-0.100134,0.077872,-0.071551,-0.054867,0.111583,-0.135681,0.072806,0.062233,-0.049776,0.0797,0.002023,0.108452,0.133648,-0.019364,-0.017438,0.059678,-0.052074,0.005516,0.010884,-0.01443,0.049769,-0.142503,-0.074821,0.039819,0.180868,0.002583,0.10786,0.032687,-0.014274,0.035716,0.048651,-0.126907,0.03358,-0.138646,0.040314,-0.02505,-0.063629,0.066078,-0.109446,-0.059876,-0.02685,0.014569,-0.06001,0.107943,0.11536,-0.150723,0.080135,-0.194908,-0.094325,0.037908,0.026727,-0.039359,-0.183596,-0.046211,-0.113404,-0.000351,-0.110183,-0.053385,-0.091845,0.098713,0.023973,0.148844,0.08163,-0.08702,-0.058339,0.043548,-0.080197,0.051647,0.066103,-0.064243,-0.050065,0.134743,0.023899,0.04608,0.110215,0.04002,-0.090228,0.033522,0.03017,0.053424,0.222218,-0.082852,-0.012066,0.035611,0.094446,-0.192876,0.008334,-0.093559,23,./image\23
0.110278,-0.073352,-0.162738,-0.035352,-0.061657,-0.051715,-0.005649,-0.121944,-0.082397,0.006895,-0.099742,-0.018354,-0.08922,-0.206875,0.132995,0.064928,0.147438,-0.042251,0.04983,-0.085464,-0.134155,0.013609,-0.166048,0.035777,0.01696,0.082546,-0.000122,0.139182,-0.044545,0.097396,0.134879,0.085184,-0.076161,-0.004764,0.115879,0.011987,-0.190599,0.078159,0.143232,0.092217,-0.121584,0.084892,-0.00257,-0.097796,0.162862,-0.056432,0.097552,0.149127,-0.043059,0.078235,-0.012909,0.050057,0.087996,0.003695,0.054602,0.064097,-0.084833,0.000243,0.016453,0.013679,0.021751,-0.114387,-0.071948,0.098378,0.145207,0.062323,0.065894,0.014996,-0.013853,-0.012339,0.106668,-0.163296,0.094616,-0.090076,0.01938,0.03472,-0.06807,0.043127,-0.063816,-0.061252,-0.014303,-0.01489,-0.068778,0.118011,0.096228,-0.179474,0.052117,-0.196003,-0.082161,0.015994,0.036845,-0.010692,-0.103869,-0.031236,0.006532,0.021763,-0.105321,0.070319,-0.138526,0.082923,0.055958,0.084145,0.017464,-0.068236,-0.080913,0.006946,-0.094973,0.070014,-0.036258,-0.131085,-0.054679,0.113935,-0.017896,-0.010033,0.048051,0.047292,-0.100876,0.082745,-0.043514,0.069858,0.181914,-0.066653,0.079206,0.019006,0.053187,-0.154233,-0.000509,-0.138724,23,./image\23
0.034988,-0.080562,-0.081421,0.00295,-0.040298,-0.04851,-0.130859,-0.099887,-0.041306,0.011601,-0.124418,-0.130987,-0.113912,-0.137971,0.110045,-0.042724,0.015333,-0.032175,0.00413,-0.036661,-0.076534,0.0065,-0.007882,0.072713,0.120029,0.043137,0.001812,0.095867,0.003696,0.006638,0.122788,-0.006076,-0.001303,-0.052057,0.090385,-0.053259,-0.037382,0.023008,0.154391,0.024982,-0.006374,0.063956,-0.099299,-0.02183,0.004462,-0.019169,0.038173,0.122352,-0.017659,0.065461,0.012564,0.04084,0.172629,-0.013233,0.063737,0.064124,0.089944,0.012407,0.016756,-0.065507,0.109233,-0.166444,-0.093865,0.178189,0.050268,0.042463,0.06058,-0.031213,-0.001694,-0.073245,-0.124139,-0.13736,0.042343,-0.213004,-0.109598,-0.0048,-0.04378,0.112021,-0.055187,-0.093802,-0.091057,-0.084598,0.096862,0.208657,0.060323,-0.187434,0.090355,-0.114646,-0.132768,-0.011468,0.105538,-0.080733,-0.218582,-0.014249,0.066425,-0.070192,-0.000929,-0.124872,-0.102249,-0.054025,-0.019378,0.210956,-0.004833,0.046141,0.0059,0.039456,-0.076546,0.026249,0.018814,-0.152464,-0.085302,0.012111,0.023167,0.047563,-0.005507,0.075001,-0.040464,0.038707,0.013604,0.01966,0.122047,-0.093527,0.013464,-0.003281,0.105803,-0.301291,0.038613,-0.026989,23,./image\23
0.02097,-0.08931,-0.09834,-0.108306,0.003594,-0.051376,-0.051536,-0.101707,-0.069031,-0.000697,0.026201,-0.106621,-0.118811,-0.164659,0.08822,0.017439,0.182281,-0.044118,0.034417,-0.079341,-0.090882,-0.00402,-0.124128,-0.032941,0.08421,0.09469,0.101666,0.133192,-0.060448,0.00514,0.058944,0.107747,-0.041818,-0.045979,0.142332,-0.029311,0.122208,0.029282,0.190213,0.027502,0.034339,-0.013833,-0.067367,0.005443,-0.028637,-0.026698,0.068684,-0.081777,0.029816,0.003437,-0.089068,-0.015276,0.123443,-0.082394,0.096009,0.055764,0.072691,0.09636,0.022186,-0.175652,0.029182,-0.08567,-0.087866,0.194364,0.013306,0.161635,0.077725,-0.070315,0.150598,-0.157844,-0.020261,-0.117629,0.033573,-0.094318,-0.113157,0.108833,-0.062634,0.021228,0.082901,-0.087002,-0.073611,-0.021122,0.01966,0.119876,0.111413,-0.181476,0.087647,-0.022907,-0.155973,0.188233,-0.026017,-0.075988,-0.194736,-0.004773,0.045264,-0.045131,0.02767,-0.035209,-0.086492,0.009316,-0.020954,0.118751,-0.013263,-0.025392,0.019527,0.121021,0.03003,0.006407,-0.043255,-0.181128,0.000356,0.075408,0.124896,-0.012882,-0.005908,0.085026,-0.026931,0.091085,0.127173,0.086997,0.082661,-0.006386,0.025581,0.055057,0.027443,-0.138148,0.08817,-0.090542,23,./image\23
0.11646,-0.095265,-0.148617,-0.059556,-0.061641,-0.024163,-0.025385,-0.121246,-0.064686,-0.026458,-0.085232,-0.044342,-0.084523,-0.181731,0.124459,0.035516,0.145874,-0.078354,0.05778,-0.062444,-0.108991,0.029783,-0.167085,0.031947,0.019026,0.09148,0.005209,0.126487,-0.011299,0.077701,0.112032,0.106685,-0.052972,-0.063201,0.141007,0.044355,-0.196145,0.051244,0.161115,0.089663,-0.115459,0.068848,0.000573,-0.114494,0.12888,-0.053148,0.069611,0.122208,-0.080068,0.085878,0.014518,0.053353,0.088497,-0.034007,0.064194,0.056849,-0.092824,-0.009983,0.035699,-0.000424,0.029667,-0.14297,-0.036463,0.076963,0.102116,0.087044,0.095964,0.013921,-0.00199,-0.014022,0.085754,-0.191023,0.095544,-0.140304,0.019121,0.053721,-0.055365,0.049661,-0.087524,-0.063619,-0.011551,0.012024,-0.07669,0.131009,0.100766,-0.196999,0.041323,-0.209392,-0.060387,-0.007245,0.074909,-0.018009,-0.114905,-0.031503,-0.019891,0.062968,-0.104027,0.054171,-0.170731,0.070709,0.032858,0.056021,0.067125,-0.059084,-0.089648,-0.02309,-0.049071,0.087586,-0.00422,-0.110392,-0.02997,0.086412,0.014699,0.005308,0.064292,0.014179,-0.078129,0.114857,-0.025906,0.044787,0.168803,-0.05266,0.105649,0.0151,0.089772,-0.154817,-0.015683,-0.127483,23,./image\23
0.153821,-0.161684,-0.013731,-0.205416,-0.099807,-0.066663,-0.030386,-0.036675,-0.077415,-0.004146,0.02631,0.012059,-0.039306,-0.163123,0.055465,0.008138,0.137001,-0.007099,0.087991,0.080639,-0.034695,0.027499,-0.174148,0.074401,0.039791,0.10993,0.018991,0.015234,0.100225,-0.00684,0.078033,0.109697,-0.006868,-0.111705,0.030852,0.008446,-0.179435,0.084026,0.053714,0.058302,0.00633,0.073166,0.113847,-0.081865,-0.055452,-0.151479,0.071504,0.047925,-0.138177,0.024888,0.041052,-0.001698,0.097791,-0.065783,0.070828,-0.09029,0.046276,0.07398,-0.012073,-0.076048,0.053008,-0.144075,-0.040762,0.216639,0.123227,0.129316,0.155453,0.005271,0.054226,0.016261,-0.059711,-0.178542,0.095121,-0.092164,-0.024756,0.003203,-0.07782,-0.017192,-0.033947,-0.116351,-0.032632,0.010924,-0.069339,0.053616,0.116446,-0.111927,0.073245,-0.118059,-0.089234,0.142909,0.074034,0.000702,-0.052829,-0.057545,0.031865,-0.028038,0.023809,0.034075,-0.096499,-0.064179,-0.009964,-0.006313,0.154079,0.050827,-0.018023,0.016494,0.010533,0.105564,0.02239,-0.095815,0.008796,0.085232,0.134422,0.049177,0.021735,-0.104704,-0.107183,0.130297,0.22696,-0.018364,0.070475,0.030171,-0.056658,0.073117,0.146199,-0.173558,-0.077044,-0.05752,24,./image\24
0.126668,-0.136465,-0.12117,-0.116483,-0.019812,-0.24321,-0.130918,-0.079164,-0.063829,-0.01322,0.034564,-0.084824,-0.096428,-0.130764,0.115784,0.087758,0.136428,0.076611,0.020948,-0.020825,0.004956,-0.162734,-0.021057,0.044747,0.034286,0.010757,-0.073502,0.018066,0.015864,-0.10254,0.009777,0.063132,0.039754,-0.054983,0.040974,0.096203,-0.11631,0.091191,0.091187,0.048427,0.06287,-0.022188,0.082565,-0.100534,0.111265,0.003275,-0.011954,0.159274,-0.11218,-0.021615,-0.060633,-0.027471,-0.026066,0.029074,0.093286,0.052836,0.040182,0.018122,0.087354,0.085285,0.118477,-0.040748,-0.169245,0.158606,0.065874,0.049981,0.093051,-0.122438,0.102129,-0.07127,-0.104025,-0.114438,-0.076317,-0.045935,0.052455,-0.054235,-0.068332,-0.110816,-0.016753,-0.247496,0.040956,-0.024239,-0.053858,-0.069679,0.167776,-0.21817,-0.083964,-0.06097,-0.047808,0.040532,-0.046271,0.048981,0.068799,-0.004516,-0.032799,-0.129842,0.018656,0.056148,-0.209538,0.048197,0.017639,-0.062437,0.023572,-0.014496,0.065411,-0.003096,0.109399,0.036758,-0.117338,0.022602,-0.007741,0.186715,0.007905,-0.108966,-0.112605,-0.100741,-0.013604,0.088722,0.001409,0.069363,0.091753,0.048542,0.056614,0.011359,0.067061,-0.119922,-0.041452,-0.009187,24,./image\24
0.140376,-0.227014,-0.003977,-0.179562,-0.080699,-0.189545,-0.052949,-0.039673,-0.130174,-0.018041,0.036749,-0.07326,0.015643,-0.047065,0.049877,0.070269,0.123545,0.047279,0.071555,0.034895,-0.042302,-0.030161,-0.137099,0.029475,0.161541,0.087768,0.036447,0.057003,0.022711,-0.189378,0.00904,0.142463,0.086546,-0.109722,-0.008739,0.02341,0.017776,0.084898,0.117927,0.089347,0.020288,0.016741,0.13496,-0.12215,-0.064318,-0.098109,-0.023896,0.112262,0.001311,0.031873,0.012046,-0.038307,0.049992,-0.043744,0.136594,-0.036279,0.030419,0.049279,0.089731,0.076784,0.026107,-0.101293,-0.161628,0.146063,0.078857,0.077956,0.112869,-0.036167,0.106017,-0.022125,-0.150947,-0.119655,-0.028443,-0.104357,0.008746,-0.042134,-0.05847,-0.106476,0.012447,-0.119422,-0.03909,-0.032029,-0.021554,0.012531,0.216871,-0.050606,-0.03984,-0.026256,0.003782,0.172606,0.047761,0.064029,0.014816,-0.075367,-0.024918,-0.032491,0.001675,0.000241,-0.094358,-0.039167,0.09249,-0.024524,0.133855,-0.138838,-0.049022,-0.002794,0.053588,0.039559,-0.067301,-0.075808,0.010689,0.125072,0.052381,-0.094228,0.04316,-0.145631,0.000012,0.199786,0.178792,0.054615,0.088216,-0.022378,-0.010173,0.107959,0.103556,-0.112503,-0.005897,0.045105,24,./image\24
0.169829,-0.261014,0.050469,-0.188624,-0.019156,-0.203703,-0.012666,0.018111,-0.097023,-0.026229,0.013974,-0.137591,0.024032,-0.144135,0.044551,-0.058171,0.135542,0.048713,0.035023,-0.124668,-0.021103,-0.06757,-0.105545,0.021262,0.164782,0.049537,0.075644,0.060503,-0.035016,-0.113909,-0.071108,0.169324,0.072326,-0.121494,0.028102,-0.020369,0.040664,0.037272,-0.04323,-0.022424,0.092945,-0.051726,0.071939,-0.023638,-0.076485,-0.138447,0.09217,0.044236,0.00331,-0.067343,-0.010402,-0.054361,0.000673,-0.101753,0.161705,-0.009811,0.06058,0.030778,0.028053,0.007976,-0.022042,-0.174062,-0.034722,0.163936,0.068639,0.099172,0.025017,-0.008307,0.089995,0.01436,-0.092208,-0.131047,-0.053958,-0.136488,-0.034652,-0.091003,-0.13343,-0.067035,0.015223,-0.131522,0.022069,-0.042559,-0.012087,0.013044,0.187941,-0.084495,-0.024156,-0.124226,0.004235,0.150065,0.036404,0.003824,-0.069425,-0.089235,-0.029149,-0.011913,0.044268,-0.036853,-0.060879,-0.017734,0.045831,0.016116,0.149479,-0.10748,-0.046684,0.096321,0.005741,-0.060112,-0.0293,-0.014201,-0.151423,0.118294,0.070278,-0.072187,0.022268,-0.183581,-0.040472,0.05182,0.179495,0.001842,0.077997,-0.018796,-0.018947,0.161789,0.06973,-0.042994,-0.00344,0.042647,24,./image\24
0.202621,-0.045708,0.034835,-0.173461,0.007341,-0.182158,-0.037551,-0.049695,-0.130301,0.020719,-0.02205,-0.13552,-0.016026,-0.092701,0.072975,-0.086307,0.01028,0.014323,0.005565,-0.10869,-0.05794,-0.051367,-0.004729,0.122715,0.043562,0.113988,0.022366,-0.024661,0.045989,-0.244716,-0.101107,0.103177,-0.056184,-0.119709,0.117116,0.003627,-0.03285,0.013069,0.100221,0.071459,0.046184,-0.108834,0.134422,-0.036867,-0.058093,-0.03974,0.044418,0.000893,-0.057473,-0.113609,-0.02626,-0.083088,0.023186,-0.025421,0.006672,0.020027,0.083709,-0.067758,-0.050472,0.039902,-0.012699,-0.175534,-0.162386,0.082939,-0.068193,0.03598,0.058406,-0.027787,0.194654,-0.013559,-0.134674,-0.031028,-0.125695,-0.131537,0.150867,-0.021126,-0.046712,-0.002658,-0.056257,-0.213111,0.088903,-0.024427,-0.070534,-0.126095,0.220626,-0.09117,-0.056332,-0.109576,0.008749,0.085401,-0.022328,-0.050299,0.032559,-0.123159,0.036689,-0.02793,-0.019015,-0.017806,0.017015,-0.087487,-0.020994,0.043612,0.140475,-0.089527,0.011664,-0.001757,0.069772,0.029437,-0.095617,-0.068298,0.006985,0.198562,-0.086986,-0.102548,-0.068972,0.030776,-0.048211,0.128205,0.055248,0.121973,0.025111,-0.068133,0.046882,0.077941,0.054004,-0.094653,-0.068375,0.109498,24,./image\24
0.133473,-0.10623,-0.101593,-0.023203,-0.020824,-0.024996,0.002164,-0.153341,-0.011068,-0.079363,-0.058362,0.039282,0.013169,-0.184795,0.027552,-0.015501,0.104241,-0.073959,0.063674,0.014983,-0.085223,0.035576,-0.167745,0.02363,0.05956,0.101974,0.035206,0.120609,0.073945,0.036988,0.104344,0.107615,-0.064382,-0.157245,-0.009734,-0.019325,-0.135163,0.079743,0.171702,0.065579,-0.07198,0.104056,0.01464,-0.100895,0.007644,0.017312,-0.025991,0.067828,-0.078251,0.124606,0.037276,0.04152,0.11846,-0.032259,0.07418,0.055777,-0.08183,-0.003123,0.037617,0.01736,-0.017842,-0.181644,-0.00407,0.095637,0.079952,0.142666,0.104911,-0.019335,-0.020297,-0.008482,0.037146,-0.114804,0.046616,-0.110568,-0.003532,0.025677,-0.056844,0.132888,-0.113427,-0.013512,-0.080407,0.014611,-0.011152,0.097992,0.057429,-0.1089,0.019565,-0.207845,-0.110017,-0.037315,0.187949,-0.07572,-0.117686,-0.093051,0.01307,0.061744,-0.065383,-0.012972,-0.137552,-0.090747,-0.034386,0.08664,0.198742,-0.062847,-0.159117,0.008846,-0.000019,0.037492,0.024329,-0.124607,0.003344,0.07722,0.037464,0.005583,0.129234,0.063143,-0.099419,0.193943,-0.004672,0.008812,0.126994,-0.050942,0.197243,-0.030606,0.0463,-0.156278,-0.039113,-0.073322,25,./image\25
0.125282,-0.130607,-0.109103,-0.099214,0.026034,-0.03477,0.086939,-0.071127,0.024438,-0.059299,0.030283,0.002844,0.03355,-0.201131,0.116965,-0.006205,0.067141,-0.074208,0.013,-0.017528,-0.09505,0.090602,-0.133965,0.080785,0.103445,0.08222,0.05185,0.066108,0.097991,0.008046,0.098316,0.11533,-0.01649,-0.105993,0.042098,-0.006634,-0.193558,0.061372,0.108376,-0.008728,-0.073812,0.13052,0.031628,-0.134354,-0.049999,-0.051241,-0.035287,-0.032638,-0.089926,0.154474,0.027337,0.028341,0.135926,-0.078678,0.016693,0.01247,-0.085745,-0.018496,-0.018782,-0.074728,-0.008772,-0.146294,-0.033104,0.134404,0.128707,0.054249,0.091844,-0.026453,-0.005427,-0.02899,0.054238,-0.145207,0.07094,-0.165037,0.014092,-0.028714,-0.051442,0.082434,-0.123876,-0.015334,-0.045664,0.065082,-0.108433,0.045602,0.089162,-0.130897,0.061712,-0.20137,-0.079574,0.028807,0.145578,0.004344,-0.161733,-0.021008,0.017411,0.073957,-0.131722,-0.000271,-0.137947,-0.088534,-0.003263,0.049692,0.190819,-0.091494,-0.081393,0.068261,0.008497,-0.01656,0.032756,-0.129111,0.010018,0.127426,0.064577,0.035276,0.169993,0.049248,-0.090711,0.104262,0.042322,0.079784,0.088577,-0.058452,0.151879,0.05483,0.070115,-0.149148,-0.044299,-0.056873,25,./image\25
-0.067267,-0.10035,-0.04793,-0.013932,-0.001321,0.145327,-0.091478,0.082214,-0.018914,0.08734,-0.027659,0.059664,0.009164,-0.038897,0.018134,-0.106701,-0.080255,-0.002539,0.000384,0.096009,-0.040775,0.045353,0.099822,0.126837,0.086413,0.02559,0.03978,0.176965,-0.096664,-0.19404,-0.044153,0.154514,-0.082543,0.051087,-0.075299,0.00564,-0.132612,-0.080437,-0.003505,-0.094349,0.012331,-0.089085,-0.070544,-0.039356,0.054097,-0.113179,0.181957,-0.155443,-0.035966,-0.0313,-0.13401,0.066659,0.001109,-0.143964,0.040225,-0.002223,0.05309,0.055608,-0.068748,-0.041692,0.110031,-0.019091,-0.040275,-0.009302,0.072765,-0.038746,0.112829,0.100918,0.025365,-0.091609,-0.106247,-0.053399,0.025812,0.093571,0.102951,-0.013216,-0.112789,-0.057851,0.042148,0.105631,0.077283,-0.017069,0.02199,0.05143,-0.042646,0.125227,0.101932,0.096135,0.020076,0.027196,0.030526,-0.145969,-0.146711,-0.038818,0.251879,-0.005866,-0.154481,0.004293,0.025387,0.047228,-0.04755,-0.001592,-0.164196,-0.090225,-0.010369,-0.12618,0.067475,-0.04421,0.114381,-0.148207,-0.108693,0.099445,0.040607,0.023914,0.041235,0.071042,-0.093718,0.043039,0.133329,0.14584,-0.059938,0.064401,-0.053175,0.10475,0.14414,-0.103082,0.173025,0.095032,25,./image\25
0.10496,-0.118169,-0.027168,0.053045,0.054074,-0.131279,0.070328,-0.197397,-0.025619,-0.06477,-0.033594,-0.027646,0.08248,-0.090199,0.0271,-0.01064,0.061061,0.045431,0.043109,-0.001214,-0.029051,0.098416,-0.046891,0.044369,0.190044,0.067857,0.048715,0.118615,0.045943,0.006755,0.0804,0.131618,-0.042248,-0.027318,-0.011016,-0.058781,0.035777,-0.007479,0.07988,-0.061093,-0.104897,0.123319,0.045511,-0.083247,-0.131688,0.02137,-0.057719,-0.069918,-0.062182,0.17501,0.096638,-0.077648,0.038563,0.000439,0.127856,-0.013231,-0.110899,0.015642,0.004223,-0.039784,-0.011211,-0.163627,0.083347,0.00479,0.009297,0.105268,-0.007149,0.064484,-0.052938,0.118121,0.056744,-0.069113,0.051947,-0.131549,-0.113603,0.008595,0.021309,0.062534,-0.0481,0.020635,-0.066362,0.07255,0.013233,0.213784,-0.005627,0.024026,0.07818,-0.202447,-0.059228,-0.076073,0.237654,-0.030959,-0.181613,-0.07705,-0.009151,-0.012969,-0.027517,-0.067322,-0.054542,-0.151115,-0.047195,0.17013,0.175507,-0.178304,-0.103643,0.002014,-0.046571,-0.063206,0.005884,-0.123613,-0.055455,0.005327,0.09346,-0.006263,0.199985,0.02391,-0.045852,0.092001,-0.015791,0.054445,0.024857,-0.017798,0.236359,-0.020795,0.071788,-0.094195,0.023782,-0.014983,25,./image\25
